track_id,spot_id,mask_id,fr,X,Y,area,mean,edge,p_death
4,29487,44,16,226,1116,546.765,0.94046,False,0.16661
4,29107,43,1,242,1143,715.793,1.05850,False,0.02045
4,29619,43,19,229,1109,656.269,0.84825,False,0.25399
4,29878,43,24,230,1111,677.617,0.70500,False,0.19752
4,30649,49,39,238,1119,938.567,0.62747,False,0.27918
4,31162,48,49,224,1113,677.366,0.70722,False,0.14501
4,30268,46,32,233,1114,779.084,0.63725,False,0.22614
4,29501,45,15,224,1117,498.794,1.01569,False,0.44816
4,29635,43,17,227,1113,563.593,0.97375,False,0.19414
4,29125,44,6,226,1130,256.681,2.02742,False,0.25270
4,29381,46,12,220,1121,302.642,1.61436,False,0.23298
4,29765,44,23,228,1108,684.649,0.74553,False,0.14539
4,29126,45,2,251,1141,625.879,1.11732,False,0.38142
4,29127,44,7,224,1121,257.434,1.90840,False,0.14950
4,30794,47,42,235,1120,935.051,0.63348,False,0.25370
4,29515,47,9,223,1120,260.699,1.88061,False,0.00162
4,30027,45,26,230,1111,726.090,0.65178,False,0.20231
4,31179,49,51,219,1121,294.856,3.44105,False,0.58035
4,29137,43,4,219,1131,490.255,2.06402,False,0.31207
4,29651,43,18,224,1111,629.898,0.88784,False,0.29462
4,30420,45,35,231,1114,717.300,0.74490,False,0.29002
4,29273,47,13,224,1118,341.822,1.51541,False,0.06950
4,31066,48,47,233,1116,867.993,0.64563,False,0.30734
4,30815,50,43,233,1118,842.877,0.64829,False,0.32755
4,29410,44,11,221,1123,278.280,1.79600,False,0.68534
4,30953,50,45,234,1118,828.561,0.61989,False,0.22565
4,30066,44,28,230,1112,730.360,0.64944,False,0.24397
4,30195,45,30,227,1113,761.001,0.62852,False,0.23300
4,30964,49,46,236,1116,857.947,0.61501,False,0.29783
4,30453,51,36,234,1113,706.751,0.75681,False,0.22235
4,31352,47,53,205,1125,485.232,3.60599,False,0.00316
4,30201,46,29,232,1113,741.913,0.63984,False,0.19962
5,29184,30,13,426,619,527.426,0.25579,False,0.11285
5,29443,30,16,424,616,508.590,0.25542,False,0.13760
5,29700,30,23,419,611,509.594,0.23779,False,0.10237
